q1,q9a,q9c,q4,country,weight,satisfaction_value,fav_us_value,fav_China_value,econ_value
Dissatisfied,Somewhat favorable,Don't know,Very bad,United States,0.8750558511718591,5.0,2.0,,4.0
Dissatisfied,Very favorable,Very unfavorable,Very bad,United States,0.4375279255859295,5.0,1.0,4.0,4.0
Satisfied,Very favorable,Somewhat unfavorable,Somewhat good,United States,0.7326048986555099,2.0,1.0,3.0,2.0
Satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,United States,0.2950769730695803,2.0,2.0,2.0,2.0
Dissatisfied,Very favorable,Very unfavorable,Somewhat good,United States,0.3561273812908728,5.0,1.0,4.0,2.0
Dissatisfied,Somewhat favorable,Very unfavorable,Very bad,United States,1.3125837767577886,5.0,2.0,4.0,4.0
Dissatisfied,Somewhat favorable,Very unfavorable,Very bad,United States,0.3968276534384012,5.0,2.0,4.0,4.0
Dissatisfied,Very favorable,Somewhat unfavorable,Somewhat bad,United States,0.5494536739916325,5.0,1.0,3.0,3.0
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Very bad,United States,0.5901539461391607,5.0,2.0,3.0,4.0
Satisfied,Very favorable,Somewhat unfavorable,Somewhat bad,United States,1.119257484057029,2.0,1.0,3.0,3.0
Dissatisfied,Very favorable,Somewhat favorable,Somewhat bad,United States,1.1497826881676751,5.0,1.0,2.0,3.0
Dissatisfied,Very favorable,Very unfavorable,Somewhat good,United States,0.5291035379178682,5.0,1.0,4.0,2.0
Dissatisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,United States,0.2849019050326983,5.0,2.0,2.0,3.0
Satisfied,Very favorable,Don't know,Somewhat good,United States,1.231183232462732,2.0,1.0,,2.0
Satisfied,Very favorable,Somewhat favorable,Somewhat bad,United States,0.4680531296965758,2.0,1.0,2.0,3.0
Dissatisfied,Very favorable,Somewhat unfavorable,Somewhat bad,United States,1.2006580283520856,5.0,1.0,3.0,3.0
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,United States,1.7806369064543643,5.0,2.0,3.0,3.0
Dissatisfied,Very favorable,Very unfavorable,Very bad,United States,0.376477517364637,5.0,1.0,4.0,4.0
Dissatisfied,Don't know,Somewhat favorable,Very bad,United States,0.2849019050326983,5.0,,2.0,4.0
Dissatisfied,Refused,Very unfavorable,Somewhat bad,United States,1.46520979731102,5.0,,4.0,3.0
Dissatisfied,Somewhat favorable,Very unfavorable,Very bad,United States,0.2849019050326983,5.0,2.0,4.0,4.0
Dissatisfied,Very favorable,Somewhat favorable,Somewhat good,United States,1.0582070758357365,5.0,1.0,2.0,2.0
Dissatisfied,Very favorable,Very unfavorable,Very bad,United States,1.4346845932003731,5.0,1.0,4.0,4.0
Dissatisfied,Very favorable,Somewhat favorable,Very bad,United States,0.6105040822129248,5.0,1.0,2.0,4.0
Dissatisfied,Very favorable,Somewhat unfavorable,Somewhat bad,United States,0.6308542182866891,5.0,1.0,3.0,3.0
Satisfied,Very favorable,Very unfavorable,Somewhat good,United States,0.6512043543604533,2.0,1.0,4.0,2.0
Refused,Very favorable,Somewhat unfavorable,Somewhat bad,United States,0.2849019050326983,,1.0,3.0,3.0
Dissatisfied,Very unfavorable,Somewhat unfavorable,Somewhat bad,United States,0.6613794223973354,5.0,4.0,3.0,3.0
Dissatisfied,Refused,Somewhat favorable,Very bad,United States,1.2108330963889675,5.0,,2.0,4.0
Dissatisfied,Somewhat unfavorable,Somewhat favorable,Very bad,United States,1.353284048905317,5.0,3.0,2.0,4.0
Dissatisfied,Very favorable,Very unfavorable,Very bad,United States,0.2849019050326983,5.0,1.0,4.0,4.0
Dissatisfied,Very favorable,Very favorable,Somewhat good,United States,0.620679150249807,5.0,1.0,1.0,2.0
Dissatisfied,Very favorable,Somewhat favorable,Somewhat good,United States,0.4884032657703399,5.0,1.0,2.0,2.0
Don't know,Somewhat favorable,Very unfavorable,Somewhat good,United States,0.6512043543604533,,2.0,4.0,2.0
Dissatisfied,Somewhat unfavorable,Somewhat favorable,Somewhat bad,United States,0.6512043543604533,5.0,3.0,2.0,3.0
Satisfied,Somewhat favorable,Don't know,Somewhat bad,United States,1.8213371786018928,2.0,2.0,,3.0
Dissatisfied,Very favorable,Very unfavorable,Very bad,United States,1.7195864982330715,5.0,1.0,4.0,4.0
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,United States,0.7224298306186278,5.0,2.0,3.0,2.0
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,Very bad,United States,0.5698038100653966,5.0,3.0,3.0,4.0
Dissatisfied,Very favorable,Somewhat favorable,Somewhat bad,United States,0.2950769730695803,5.0,1.0,2.0,3.0
Dissatisfied,Somewhat favorable,Very unfavorable,Somewhat bad,United States,1.7704618384174824,5.0,2.0,4.0,3.0
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,United States,0.2849019050326983,5.0,3.0,3.0,3.0
Satisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,United States,0.6817295584710995,2.0,2.0,2.0,3.0
Dissatisfied,Very favorable,Somewhat unfavorable,Somewhat bad,United States,0.5087534018441041,5.0,1.0,3.0,3.0
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Very bad,United States,0.5189284698809862,5.0,2.0,3.0,4.0
Dissatisfied,Very favorable,Somewhat favorable,Somewhat bad,United States,0.7936553068768024,5.0,1.0,2.0,3.0
Dissatisfied,Very favorable,Somewhat unfavorable,Very bad,United States,0.4884032657703399,5.0,1.0,3.0,4.0
Dissatisfied,Very favorable,Very unfavorable,Very bad,United States,0.9462813274300336,5.0,1.0,4.0,4.0
Dissatisfied,Very favorable,Don't know,Somewhat good,United States,0.2849019050326983,5.0,1.0,,2.0
Satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,United States,0.4578780616596937,2.0,2.0,3.0,2.0
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,United States,1.3329339128315527,5.0,2.0,3.0,3.0
Dissatisfied,Somewhat unfavorable,Refused,Very bad,United States,0.6817295584710995,5.0,3.0,,4.0
Dissatisfied,Very favorable,Somewhat unfavorable,Very bad,United States,0.5901539461391607,5.0,1.0,3.0,4.0
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Very bad,United States,0.3154271091433445,5.0,2.0,3.0,4.0
Satisfied,Somewhat favorable,Refused,Somewhat good,United States,2.0757138795239447,2.0,2.0,,2.0
Dissatisfied,Very unfavorable,Very unfavorable,Very bad,United States,0.2849019050326983,5.0,4.0,4.0,4.0
Dissatisfied,Very favorable,Very unfavorable,Very bad,United States,0.9259311913562696,5.0,1.0,4.0,4.0
Dissatisfied,Somewhat favorable,Very unfavorable,Somewhat good,United States,2.0757138795239447,5.0,2.0,4.0,2.0
Dissatisfied,Very favorable,Somewhat unfavorable,Somewhat bad,United States,1.2515333685364962,5.0,1.0,3.0,3.0
Satisfied,Refused,Very favorable,Somewhat good,United States,1.3227588447946708,2.0,,1.0,2.0
Satisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,United States,1.3939843210528453,2.0,2.0,2.0,3.0
Dissatisfied,Very favorable,Refused,Somewhat good,United States,0.4884032657703399,5.0,1.0,,2.0
Dissatisfied,Somewhat unfavorable,Don't know,Very bad,United States,2.0757138795239447,5.0,3.0,,4.0
Dissatisfied,Somewhat favorable,Don't know,Somewhat bad,United States,0.2849019050326983,5.0,2.0,,3.0
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,United States,1.4041593890897273,5.0,2.0,3.0,3.0
Dissatisfied,Very favorable,Somewhat unfavorable,Somewhat bad,United States,0.5901539461391607,5.0,1.0,3.0,3.0
Dissatisfied,Somewhat unfavorable,Very unfavorable,Very bad,United States,1.119257484057029,5.0,3.0,4.0,4.0
Refused,Very favorable,Somewhat unfavorable,Somewhat good,United States,1.2617084365733782,,1.0,3.0,2.0
Dissatisfied,Very favorable,Somewhat unfavorable,Somewhat bad,United States,0.4578780616596937,5.0,1.0,3.0,3.0
Dissatisfied,Very unfavorable,Very unfavorable,Very bad,United States,0.2849019050326983,5.0,4.0,4.0,4.0
Dissatisfied,Don't know,Don't know,Very bad,United States,0.997156667614444,5.0,,,4.0
Dissatisfied,Very favorable,Very unfavorable,Very bad,United States,0.2849019050326983,5.0,1.0,4.0,4.0
Satisfied,Somewhat favorable,Somewhat favorable,Don't know,United States,0.2849019050326983,2.0,2.0,2.0,
Dissatisfied,Very favorable,Somewhat unfavorable,Somewhat bad,United States,0.4578780616596937,5.0,1.0,3.0,3.0
Dissatisfied,Very unfavorable,Don't know,Very bad,United States,0.9055810552825052,5.0,4.0,,4.0
Dissatisfied,Very favorable,Somewhat unfavorable,Very bad,United States,0.5799788781022785,5.0,1.0,3.0,4.0
Dissatisfied,Somewhat unfavorable,Very unfavorable,Somewhat bad,United States,1.8111621105650104,5.0,3.0,4.0,3.0
Satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,United States,0.8750558511718591,2.0,2.0,2.0,2.0
Dissatisfied,Very favorable,Somewhat favorable,Somewhat good,United States,0.620679150249807,5.0,1.0,2.0,2.0
Don't know,Very favorable,Somewhat unfavorable,Somewhat bad,United States,1.2006580283520856,,1.0,3.0,3.0
Satisfied,Somewhat favorable,Very favorable,Very bad,United States,0.8750558511718591,2.0,2.0,1.0,4.0
Dissatisfied,Very favorable,Somewhat unfavorable,Very bad,United States,0.3052520411064624,5.0,1.0,3.0,4.0
Dissatisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,United States,0.5087534018441041,5.0,2.0,2.0,3.0
Satisfied,Very favorable,Somewhat unfavorable,Somewhat good,United States,0.3052520411064624,2.0,1.0,3.0,2.0
Dissatisfied,Very unfavorable,Very favorable,Very bad,United States,1.4448596612372555,5.0,4.0,1.0,4.0
Dissatisfied,Very favorable,Very unfavorable,Very bad,United States,1.495735001421666,5.0,1.0,4.0,4.0
Dissatisfied,Very favorable,Somewhat unfavorable,Very bad,United States,1.2108330963889675,5.0,1.0,3.0,4.0
Satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,United States,1.159957756204557,2.0,2.0,2.0,2.0
Dissatisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,United States,0.4477029936228116,5.0,2.0,2.0,3.0
Dissatisfied,Very favorable,Somewhat favorable,Somewhat bad,United States,0.5799788781022785,5.0,1.0,2.0,3.0
Satisfied,Very favorable,Don't know,Somewhat good,United States,0.3052520411064624,2.0,1.0,,2.0
Satisfied,Very favorable,Somewhat unfavorable,Somewhat bad,United States,0.8954059872456233,2.0,1.0,3.0,3.0
Satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,United States,1.862037450749421,2.0,2.0,3.0,2.0
Dissatisfied,Very unfavorable,Somewhat unfavorable,Very bad,United States,1.0175068036882082,5.0,4.0,3.0,4.0
Dissatisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,United States,1.5771355457167229,5.0,2.0,2.0,3.0
Dissatisfied,Very favorable,Somewhat unfavorable,Somewhat good,United States,1.007331735651326,5.0,1.0,3.0,2.0
Satisfied,Somewhat favorable,Very unfavorable,Very good,United States,0.997156667614444,2.0,2.0,4.0,1.0
Dissatisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,United States,0.8954059872456233,5.0,2.0,2.0,3.0
Dissatisfied,Refused,Somewhat unfavorable,Very bad,United States,1.0785572119095008,5.0,,3.0,4.0
Refused,Very favorable,Somewhat unfavorable,Somewhat bad,United States,0.3968276534384012,,1.0,3.0,3.0
Satisfied,Very favorable,Somewhat favorable,Very good,United States,0.4578780616596937,2.0,1.0,2.0,1.0
Dissatisfied,Somewhat favorable,Very unfavorable,Somewhat good,United States,0.7936553068768024,5.0,2.0,4.0,2.0
Dissatisfied,Somewhat favorable,Don't know,Very good,United States,0.9666314635037976,5.0,2.0,,1.0
Dissatisfied,Very favorable,Very unfavorable,Very bad,United States,0.5901539461391607,5.0,1.0,4.0,4.0
Dissatisfied,Very favorable,Very favorable,Somewhat bad,United States,1.0175068036882082,5.0,1.0,1.0,3.0
Satisfied,Somewhat favorable,Don't know,Somewhat good,United States,0.3968276534384012,2.0,2.0,,2.0
Satisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,United States,0.6613794223973354,2.0,2.0,2.0,3.0
Dissatisfied,Somewhat unfavorable,Very unfavorable,Somewhat good,United States,0.6817295584710995,5.0,3.0,4.0,2.0
Don't know,Somewhat favorable,Don't know,Somewhat bad,United States,0.9055810552825052,,2.0,,3.0
Dissatisfied,Very favorable,Very unfavorable,Somewhat good,United States,0.2849019050326983,5.0,1.0,4.0,2.0
Dissatisfied,Very favorable,Don't know,Very bad,United States,1.617835817864251,5.0,1.0,,4.0
Dissatisfied,Very favorable,Very unfavorable,Very bad,United States,0.3154271091433445,5.0,1.0,4.0,4.0
Dissatisfied,Very favorable,Somewhat favorable,Somewhat bad,United States,0.3663024493277549,5.0,1.0,2.0,3.0
Dissatisfied,Very favorable,Very unfavorable,Very bad,United States,0.4273528575490474,5.0,1.0,4.0,4.0
Dissatisfied,Somewhat favorable,Very unfavorable,Very bad,United States,0.5189284698809862,5.0,2.0,4.0,4.0
Satisfied,Very favorable,Somewhat favorable,Somewhat good,United States,0.3052520411064624,2.0,1.0,2.0,2.0
Don't know,Very favorable,Somewhat unfavorable,Somewhat good,United States,1.0480320077988543,,1.0,3.0,2.0
Dissatisfied,Somewhat unfavorable,Very unfavorable,Very bad,United States,0.4884032657703399,5.0,3.0,4.0,4.0
Dissatisfied,Very favorable,Somewhat unfavorable,Somewhat good,United States,0.7936553068768024,5.0,1.0,3.0,2.0
Dissatisfied,Somewhat favorable,Refused,Somewhat bad,United States,0.4171777895121653,5.0,2.0,,3.0
Don't know,Somewhat favorable,Somewhat unfavorable,Somewhat bad,United States,0.3154271091433445,,2.0,3.0,3.0
Dissatisfied,Very favorable,Somewhat favorable,Very bad,United States,1.2617084365733782,5.0,1.0,2.0,4.0
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,United States,0.6410292863235713,5.0,2.0,3.0,3.0
Dissatisfied,Very favorable,Somewhat favorable,Somewhat bad,United States,0.7936553068768024,5.0,1.0,2.0,3.0
Dissatisfied,Somewhat unfavorable,Refused,Very bad,United States,0.6613794223973354,5.0,3.0,,4.0
Dissatisfied,Very unfavorable,Very unfavorable,Very bad,United States,0.7020796945448636,5.0,4.0,4.0,4.0
Dissatisfied,Very favorable,Somewhat favorable,Very bad,United States,0.7631301027661561,5.0,1.0,2.0,4.0
Refused,Very favorable,Don't know,Refused,United States,0.6919046265079816,,1.0,,
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,United States,0.2849019050326983,5.0,3.0,3.0,3.0
Dissatisfied,Refused,Somewhat favorable,Very bad,United States,0.5291035379178682,5.0,,2.0,4.0
Dissatisfied,Somewhat favorable,Very favorable,Somewhat bad,United States,1.6585360900117792,5.0,2.0,1.0,3.0
Dissatisfied,Very favorable,Somewhat favorable,Somewhat good,United States,0.9361062593931516,5.0,1.0,2.0,2.0
Satisfied,Somewhat favorable,Very favorable,Somewhat good,United States,0.8648807831349768,2.0,2.0,1.0,2.0
Dissatisfied,Very favorable,Somewhat favorable,Somewhat good,United States,0.2849019050326983,5.0,1.0,2.0,2.0
Dissatisfied,Somewhat favorable,Very unfavorable,Somewhat bad,United States,0.5392786059547504,5.0,2.0,4.0,3.0
Satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,United States,0.4578780616596937,2.0,2.0,3.0,3.0
Satisfied,Very favorable,Somewhat favorable,Very good,United States,0.4273528575490474,2.0,1.0,2.0,1.0
Satisfied,Somewhat favorable,Don't know,Somewhat bad,United States,0.7936553068768024,2.0,2.0,,3.0
Satisfied,Refused,Refused,Somewhat bad,United States,0.752955034729274,2.0,,,3.0
Satisfied,Very favorable,Somewhat favorable,Somewhat good,United States,0.9666314635037976,2.0,1.0,2.0,2.0
Dissatisfied,Somewhat favorable,Somewhat favorable,Very bad,United States,2.0757138795239447,5.0,2.0,2.0,4.0
Dissatisfied,Very favorable,Very favorable,Very bad,United States,0.4884032657703399,5.0,1.0,1.0,4.0
Dissatisfied,Somewhat favorable,Very unfavorable,Somewhat bad,United States,0.9259311913562696,5.0,2.0,4.0,3.0
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,United States,0.6410292863235713,5.0,2.0,3.0,3.0
Dissatisfied,Very favorable,Somewhat unfavorable,Somewhat bad,United States,1.1396076201307932,5.0,1.0,3.0,3.0
Dissatisfied,Very favorable,Somewhat favorable,Somewhat good,United States,0.6512043543604533,5.0,1.0,2.0,2.0
Dissatisfied,Very favorable,Don't know,Very bad,United States,0.2849019050326983,5.0,1.0,,4.0
Dissatisfied,Very favorable,Refused,Very bad,United States,0.2849019050326983,5.0,1.0,,4.0
Dissatisfied,Somewhat unfavorable,Very unfavorable,Somewhat bad,United States,1.2718835046102603,5.0,3.0,4.0,3.0
Satisfied,Very favorable,Somewhat unfavorable,Very bad,United States,0.9666314635037976,2.0,1.0,3.0,4.0
Dissatisfied,Very favorable,Somewhat favorable,Somewhat bad,United States,1.2617084365733782,5.0,1.0,2.0,3.0
Satisfied,Very favorable,Somewhat favorable,Somewhat good,United States,1.2922336406840245,2.0,1.0,2.0,2.0
Dissatisfied,Very favorable,Very favorable,Very bad,United States,0.2849019050326983,5.0,1.0,1.0,4.0
Dissatisfied,Somewhat favorable,Very unfavorable,Very bad,United States,0.7936553068768024,5.0,2.0,4.0,4.0
Dissatisfied,Don't know,Somewhat unfavorable,Very bad,United States,0.5291035379178682,5.0,,3.0,4.0
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,United States,0.3866525854015191,5.0,2.0,3.0,2.0
Dissatisfied,Very favorable,Somewhat favorable,Somewhat good,United States,0.9666314635037976,5.0,1.0,2.0,2.0
Dissatisfied,Refused,Refused,Very bad,United States,0.8852309192087412,5.0,,,4.0
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,United States,0.7122547625817457,5.0,2.0,3.0,3.0
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Very bad,United States,0.3866525854015191,5.0,2.0,3.0,4.0
Dissatisfied,Very favorable,Somewhat unfavorable,Somewhat bad,United States,1.363459116942199,5.0,1.0,3.0,3.0
Dissatisfied,Very favorable,Somewhat unfavorable,Very bad,United States,0.6308542182866891,5.0,1.0,3.0,4.0
Satisfied,Somewhat favorable,Very favorable,Very bad,United States,2.0757138795239447,2.0,2.0,1.0,4.0
Dissatisfied,Very favorable,Very unfavorable,Somewhat good,United States,0.7834802388399204,5.0,1.0,4.0,2.0
Satisfied,Somewhat favorable,Somewhat favorable,Very good,United States,1.7704618384174824,2.0,2.0,2.0,1.0
Dissatisfied,Very favorable,Very unfavorable,Somewhat bad,United States,0.5494536739916325,5.0,1.0,4.0,3.0
Satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,United States,1.2006580283520856,2.0,2.0,2.0,2.0
Satisfied,Very favorable,Very unfavorable,Somewhat good,United States,1.0582070758357365,2.0,1.0,4.0,2.0
Dissatisfied,Very favorable,Very unfavorable,Very bad,United States,0.376477517364637,5.0,1.0,4.0,4.0
Satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,United States,0.4680531296965758,2.0,2.0,3.0,3.0
Satisfied,Somewhat favorable,Don't know,Very bad,United States,0.6715544904342176,2.0,2.0,,4.0
Satisfied,Very favorable,Very unfavorable,Somewhat good,United States,1.231183232462732,2.0,1.0,4.0,2.0
Dissatisfied,Somewhat favorable,Very unfavorable,Somewhat good,United States,0.498578333807222,5.0,2.0,4.0,2.0
Dissatisfied,Very favorable,Very unfavorable,Somewhat bad,United States,0.9361062593931516,5.0,1.0,4.0,3.0
Dissatisfied,Don't know,Very unfavorable,Somewhat bad,United States,0.2849019050326983,5.0,,4.0,3.0
Satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,United States,1.0582070758357365,2.0,2.0,2.0,2.0
Satisfied,Very favorable,Somewhat favorable,Somewhat good,United States,0.2849019050326983,2.0,1.0,2.0,2.0
Dissatisfied,Somewhat favorable,Very unfavorable,Very bad,United States,0.498578333807222,5.0,2.0,4.0,4.0
Dissatisfied,Somewhat unfavorable,Very unfavorable,Very bad,United States,0.9157561233193874,5.0,3.0,4.0,4.0
Refused,Very unfavorable,Very unfavorable,Very bad,United States,0.620679150249807,,4.0,4.0,4.0
Dissatisfied,Somewhat unfavorable,Very unfavorable,Very bad,United States,0.8445306470612127,5.0,3.0,4.0,4.0
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Very bad,United States,0.6715544904342176,5.0,2.0,3.0,4.0
Dissatisfied,Somewhat favorable,Refused,Somewhat good,United States,0.2849019050326983,5.0,2.0,,2.0
Dissatisfied,Very favorable,Somewhat unfavorable,Somewhat bad,United States,0.8445306470612127,5.0,1.0,3.0,3.0
Dissatisfied,Somewhat favorable,Somewhat favorable,Very bad,United States,0.5799788781022785,5.0,2.0,2.0,4.0
Dissatisfied,Very unfavorable,Very unfavorable,Very bad,United States,0.752955034729274,5.0,4.0,4.0,4.0
